Index,Time,mtr.state.i_dq.v1,mtr.state.pos_spd_e.v1,mtr.reference.u_dq.v1,mtr.state.pos_spd_e.v2
4997,4.996968,0.563205123,4.79390764,1.06029046,61.6296425
4998,4.997967,0.650292277,4.79367876,-0.253802508,-9.97035217
4999,4.998968,0.581146419,4.78072786,-1.44687402,-142.363129
5000,5.000089,0.348225653,4.7601018,-2.29487848,-218.742432
5001,5.000982,0.064316228,4.73484087,-2.39469075,-262.814911
5002,5.001969,-0.242143929,4.71106386,-1.8740077,-242.713715
5003,5.002968,-0.460815519,4.70099306,-0.831709445,-94.5189972
5004,5.003969,-0.536765039,4.70346498,0.447669685,36.524456
5005,5.004968,-0.431961775,4.71349764,1.56191301,112.139313
5006,5.005969,-0.19415772,4.73236513,2.20598555,201.302643
5007,5.006968,0.10852553,4.7522893,2.20133042,207.233948
5008,5.007965,0.393932462,4.76858187,1.56859565,165.110352
5009,5.008969,0.591831148,4.77413225,0.463587582,49.7402153
5010,5.009965,0.625583053,4.76466799,-0.803503096,-107.908859
5011,5.011150,0.450194985,4.74614382,-1.98233771,-198.861588
5012,5.011981,0.20757392,4.72214937,-2.29559731,-251.343246
5013,5.012969,-0.0873911381,4.69913912,-2.11096621,-236.09433
5014,5.013968,-0.344673723,4.68526125,-1.34532225,-136.231445
5015,5.014969,-0.49033913,4.68115664,-0.216115981,-33.0764732
5016,5.015968,-0.463238358,4.68722963,0.934969962,71.9781036
5017,5.016969,-0.297086686,4.70370531,1.76892269,178.128784
5018,5.017968,-0.0334058851,4.72218752,2.05907917,193.848022
5019,5.018969,0.237223268,4.73760653,1.75679636,157.386383
5020,5.019968,0.461215854,4.74691057,0.94288069,90.8152847
5021,5.020969,0.5585953,4.74397326,-0.145134762,-38.6615791
5022,5.021982,0.497458309,4.73365831,-1.17082453,-113.372482
5023,5.022965,0.308216393,4.71462297,-1.83074784,-202.014221
5024,5.023979,0.0313832723,4.69459963,-1.90154409,-207.630432
5025,5.024969,-0.205552459,4.67397356,-1.43130934,-210.871094
5026,5.025969,-0.378165871,4.66580629,-0.546866655,-76.1451416
5027,5.026965,-0.398228556,4.66515017,0.439442188,1.59460068
5028,5.027969,-0.289033324,4.67330217,1.23407936,91.9840469
5029,5.028965,-0.0907448679,4.69103289,1.63114727,189.672638
5030,5.029969,0.136548474,4.70600176,1.53075421,154.977112
5031,5.030965,0.331234902,4.71503115,0.994710743,89.425087
5032,5.031969,0.436347753,4.71620226,0.184569865,6.0682106
5033,5.032965,0.41909343,4.70836306,-0.638486624,-87.562439
5034,5.033969,0.291052699,4.69509172,-1.22574842,-141.58931
5035,5.034968,0.0924763381,4.67854738,-1.39897025,-172.763977
5036,5.035979,-0.112390533,4.66429567,-1.12567067,-145.220444
5037,5.036979,-0.243813813,4.65569735,-0.525401592,-83.7952805
5038,5.037969,-0.275354594,4.65478563,0.181899324,-2.81969452
5039,5.038968,-0.210244462,4.65850496,0.780203104,43.9049416
5040,5.039965,-0.0753506571,4.66929293,1.10988021,116.39801
5041,5.040969,0.0856985077,4.68007326,1.1005522,112.696091
5042,5.041965,0.227076173,4.68657351,0.768569589,65.028038
5043,5.042969,0.304229587,4.68622255,0.238710403,-8.00940323
5044,5.043965,0.300372392,4.68174028,-0.316082805,-50.1535606
5045,5.044969,0.219135836,4.6747632,-0.727907896,-74.4716339
5046,5.045979,0.0881947875,4.66628313,-0.873542488,-88.5036774
5047,5.046968,-0.0397618338,4.65689898,-0.730022192,-96.6004639
5048,5.047983,-0.127539024,4.65123796,-0.379875988,-55.7405205
5049,5.048968,-0.153107673,4.64782381,0.0610407889,-32.1634636
5050,5.049967,-0.119759001,4.65003252,0.451729953,26.9729614
5051,5.050965,-0.0369784273,4.65564013,0.683501124,61.0959358
5052,5.051965,0.0581445992,4.65901995,0.699989617,35.2536545
5053,5.052965,0.149202883,4.66106081,0.519378781,20.3421078
5054,5.053964,0.197588727,4.66228914,0.205810428,11.7378283
5055,5.054965,0.200702801,4.66303301,-0.129230976,6.7729764
5056,5.055965,0.152618602,4.65921068,-0.376745135,-41.6238136
5057,5.056966,0.0816336051,4.65263033,-0.477234811,-69.5497894
5058,5.058188,-0.00849137828,4.64866304,-0.385017872,-40.1317062
5059,5.059011,-0.046554435,4.64199495,-0.228561953,-68.6888123
5060,5.059966,-0.0599570721,4.64224672,0.00957162399,5.89706039
5061,5.060965,-0.0454931185,4.64239931,0.227785945,3.40272903
5062,5.061966,-0.00783503801,4.64249086,0.369336963,1.96344697
5063,5.062965,0.0441035405,4.64254808,0.400239468,1.13295066
5064,5.063967,0.0945649073,4.64685488,0.320968747,46.1856995
5065,5.064966,0.126112521,4.64517641,0.164412782,-18.881834
5066,5.065967,0.132074043,4.64416552,-0.00941313896,-10.8952188
5067,5.066966,0.111380093,4.64355516,-0.158322409,-6.28677273
5068,5.067967,0.0788468122,4.63891649,-0.232948601,-49.159565
5069,5.068980,0.0381114259,4.63612032,-0.225616813,-28.3661137
5070,5.069976,0.00125468592,4.63443041,-0.140582025,-16.3678493
5071,5.070980,-0.00876178965,4.6334157,-0.019943906,-9.44459629
5072,5.071965,-0.000930063426,4.63280153,0.0984366834,-5.44973278
5073,5.072969,0.00932877325,4.63242769,0.186183155,-3.1446116
5074,5.073965,0.0352226682,4.63220644,0.221667603,-1.81450772
5075,5.074964,0.0632466152,4.63206911,0.199929789,-1.04700947
5076,5.075966,0.0831043944,4.631989,0.135568276,-0.604146719
5077,5.076964,0.0907129273,4.63193941,0.0493565127,-0.348605484
5078,5.077965,0.0837746039,4.63191271,-0.0302414279,-0.201152772
5079,5.078964,0.0709207505,4.63189363,-0.0809178054,-0.116069421
5080,5.079966,0.0516981259,4.62760973,-0.0929008871,-45.598938
5081,5.081123,0.0332080089,4.62502718,-0.0629320741,-26.3115559
5082,5.081978,0.0248642135,4.62347078,-0.0126365554,-15.1823263
5083,5.082964,0.0230199043,4.62253237,0.0482121259,-8.76052475
5084,5.083969,0.0285974983,4.62196398,0.0956823453,-5.05500889
5085,5.084964,0.0437390096,4.62162066,0.118183784,-2.91684747
5086,5.085969,0.0555510744,4.62141466,0.116350897,-1.68308294
5087,5.086965,0.0705653429,4.62129259,0.0891438574,-0.971174598
5088,5.087965,0.0663239956,4.6212163,0.0528156608,-0.560388386
5089,5.089090,0.0665042251,4.62117434,0.016494615,-0.323356003
5090,5.089967,0.0586259402,4.62114382,-0.00841678027,-0.186583281
5091,5.090966,0.0552964881,4.62112474,-0.0177357923,-0.107662514
5092,5.091967,0.0431874581,4.62112093,-0.00442360295,-0.0621235557
5093,5.092969,0.0434843563,4.6211133,0.0077860835,-0.0358466096
5094,5.093982,0.0375676826,4.62110567,0.0304036438,-0.0206842553
5095,5.094964,0.0390733592,4.62110567,0.0527819693,-0.0119352546
5096,5.095969,0.0419362597,4.62110567,0.0675972998,-0.00688689528
5097,5.096965,0.0413212664,4.62110567,0.0730456933,-0.00397388497
5098,5.097965,0.064203307,4.62110567,0.0631412044,-0.00229301606
5099,5.098965,0.0572369024,4.62110567,0.0488055162,-0.00132311892
5100,5.099964,0.0583077073,4.61683321,0.0325384699,-45.5327263
5101,5.100965,0.0557422601,4.61425447,0.0178993568,-26.2733498
5102,5.101964,0.0551380962,4.61270189,0.0121070426,-15.1602812
5103,5.102966,0.0484797768,4.61176348,0.0137141738,-8.74780464
5104,5.103964,0.0475676283,4.6111989,0.028598519,-5.04766893
5105,5.104967,0.0425621457,4.61085939,0.0390058197,-2.9126122
5106,5.105981,0.045583304,4.6106534,0.0485119708,-1.68063915
5107,5.106964,0.0445111506,4.6105237,0.0555765852,-0.969764471
5108,5.107969,0.0493449643,4.61045122,0.0552398451,-0.559574723
5109,5.108965,0.0519454069,4.61040545,0.0504423492,-0.322886497
5110,5.109969,0.0528576523,4.61037874,0.0428922065,-0.186312363
5111,5.110965,0.0504525639,4.61036348,0.03594587,-0.107506193
5112,5.111964,0.0551382788,4.61035204,0.0308059175,-0.0620333552
5113,5.112965,0.0505888462,4.61034441,0.0296394974,-0.0357945636
5114,5.113965,0.0436225124,4.61034441,0.0328562111,-0.0206542239
5115,5.114965,0.0454351902,4.6103406,0.0394010991,-0.0119179254
5116,5.115965,0.0478639156,4.61033678,0.0430510566,-0.00687689614
5117,5.116968,0.0475558937,4.61033678,0.0413102098,-0.00396811496
5118,5.117981,0.0480238348,4.61033678,0.048031088,-0.00228968658
5119,5.118964,0.0533138253,4.60606432,0.0508331396,-45.5332832
5120,5.119969,0.0431664698,4.6034894,0.0487399586,-26.2736721
5121,5.120965,0.052561935,4.60193682,0.0465387404,-15.1604671
5122,5.121969,0.0531531982,4.6009984,0.0440233611,-8.74791145
5123,5.122965,0.0495287068,4.60043001,0.0411314853,-5.04773092
5124,5.123969,0.052696839,4.6000905,0.0370209925,-2.91264796
5125,5.124965,0.0560516901,4.59988832,0.0337741934,-1.68065977
5126,5.125965,0.0496764891,4.59976244,0.0330225229,-0.969776392
5127,5.126965,0.0525490418,4.59968615,0.0362915136,-0.559581578
5128,5.127965,0.052266553,4.59964418,0.0354828611,-0.32289046
5129,5.128965,0.0496764816,4.59961748,0.0349672176,-0.186314657
5130,5.129979,0.0470994413,4.59959841,0.0379860923,-0.107507512
5131,5.130964,0.0451264642,4.59959078,0.0409212671,-0.0620341189
5132,5.131969,0.0454350114,4.59958315,0.0496802926,-0.0357950032
5133,5.132965,0.053287819,4.59957552,0.051525414,-0.0206544772
5134,5.133969,0.0517972149,4.59957552,0.0432351828,-0.0119180717
5135,5.134965,0.0504282974,4.59957552,0.0422887243,-0.00687698042
5136,5.135965,0.0537701957,4.59957552,0.0378085077,-0.00396816386
5137,5.136966,0.0466431379,4.59957552,0.032012701,-0.00228971476
5138,5.137965,0.0555958226,4.59529924,0.0297097508,-45.5474014
5139,5.138966,0.04802588,4.59272051,0.0351944305,-26.2818184
5140,5.139965,0.047113169,4.59116793,0.0382759795,-15.1651678
5141,5.140966,0.0486300886,4.59022951,0.0365102291,-8.7506237
5142,5.142085,0.0452874042,4.58966494,0.0488658808,-5.0492959
5143,5.142967,0.0496621728,4.58932161,0.052276019,-2.91355109
5144,5.143967,0.0477030203,4.58911943,0.0505555831,-1.68118083
5145,5.144965,0.0524010323,4.58899355,0.0497930646,-0.970077038
5146,5.145967,0.0508841611,4.58891726,0.0454239771,-0.559755027
5147,5.146965,0.0539178997,4.58887529,0.0383576602,-0.322990537
5148,5.147967,0.0507367477,4.58884859,0.0317319185,-0.186372399
5149,5.148965,0.0484685674,4.58882952,0.0368770175,-0.107540831
5150,5.149967,0.0510315709,4.58882189,0.0377189368,-0.0620533451
5151,5.150965,0.0473939329,4.58881426,0.0398472063,-0.0358060971
5152,5.151968,0.0536373295,4.58881044,0.037429411,-0.0206608791
5153,5.152978,0.0496763624,4.58881044,0.0403051898,-0.0119217662
5154,5.153968,0.0536088198,4.58881044,0.0395939052,-0.00687911222
5155,5.154965,0.0524010286,4.58881044,0.043313019,-0.00396939367
5156,5.155968,0.0454490855,4.58881044,0.0485434644,-0.00229042443
5157,5.156965,0.0484685674,4.58881044,0.0485416837,-0.00132162357
5158,5.157968,0.0517970957,4.58453798,0.0492417254,-45.5327263
5159,5.158965,0.0501328856,4.58195925,0.0473497808,-26.2733498
5160,5.159969,0.0525479726,4.58040285,0.0459414497,-15.1602812
5161,5.160966,0.0528421439,4.57946444,0.043311283,-8.74780464
5162,5.161966,0.0531670079,4.57889986,0.0379851237,-5.04766893
5163,5.162972,0.049529165,4.57856035,0.0366770327,-2.9126122
5164,5.163980,0.0499858297,4.57835436,0.0367988758,-1.68063915
5165,5.164968,0.049382098,4.57822847,0.0372282192,-0.969764471
5166,5.165965,0.0484687723,4.57815218,0.0404472873,-0.559574723
5167,5.166968,0.0425475873,4.5781064,0.048922956,-0.322886497
5168,5.167965,0.0475554466,4.5780797,0.0530512854,-0.186312363
5169,5.168969,0.0502799749,4.57806826,0.0535161048,-0.107506193
5170,5.169966,0.0537549406,4.57378435,0.0496338643,-45.593998
5171,5.170966,0.0525637008,4.5712018,0.0457384586,-26.3087044
5172,5.171968,0.0513401665,4.56964159,0.045659285,-15.1806812
5173,5.172967,0.0537710264,4.56870317,0.042721469,-8.75957584
5174,5.173967,0.0517969579,4.5681386,0.0413817465,-5.05446148
5175,5.174981,0.0498561151,4.56779146,0.0410377607,-2.91653156
5176,5.175968,0.0490725525,4.56758928,0.0418693461,-1.68290067
5177,5.176969,0.0480121449,4.56319475,0.044490695,-46.5030327
5178,5.177969,0.0496760421,4.56053972,0.0459031798,-26.8332367
5179,5.178966,0.0530213863,4.55894136,0.0509535559,-15.4833479
5180,5.179966,0.051029291,4.55797625,0.0543533526,-8.93422031
5181,5.180968,0.0531501062,4.55739641,0.0511441156,-5.15523481
5182,5.181967,0.0537713319,4.55704546,0.0478215739,-2.97467995
5183,5.182969,0.0501330197,4.55683184,0.0473043062,-1.71645355
5184,5.183969,0.052857291,4.55670595,0.0431669727,-0.990430176
5185,5.185189,0.0467871241,4.55230761,0.0467331335,-45.8617287
5186,5.185979,0.0510472432,4.55230761,0.0445958972,-45.8617287
5187,5.186967,0.0481583402,4.54970598,0.0462665744,-26.463192
5188,5.187968,0.0507363454,4.54813433,0.0475189611,-15.269824
5189,5.188966,0.0475549996,4.54718447,0.0527053066,-8.81101322
5190,5.189967,0.0492186919,4.54661608,0.0558056571,-5.08414173
5191,5.190966,0.0493647233,4.54626894,0.0570248514,-2.93365788
5192,5.191968,0.0528381392,4.54606295,0.052512873,-1.69278288
5193,5.192967,0.0505902842,4.54593706,0.0486632176,-0.976771653
5194,5.193968,0.0499870442,4.54586458,0.0488718078,-0.563618004
5195,5.194967,0.0516507328,4.54581881,0.0468528755,-0.325219572
5196,5.195974,0.0484693907,4.54578829,0.0502834581,-0.187658608
5197,5.196980,0.0499872044,4.54150057,0.0503706671,-45.6402473
5198,5.197968,0.0489268415,4.5389142,0.0509134531,-26.335392
5199,5.198978,0.0458912812,4.53735018,0.053277649,-15.1960802
5200,5.199968,0.0452680178,4.53641176,0.0549066104,-8.76846123
5201,5.200964,0.0495300442,4.53584337,0.0542352013,-5.05958843
5202,5.201969,0.0496757478,4.53550386,0.0541247502,-2.9194901
5203,5.202966,0.049072668,4.53529787,0.0546638109,-1.68460774
5204,5.203966,0.0475548208,4.53517199,0.0557486452,-0.972054422
5205,5.204969,0.0458709635,4.53509569,0.0580604114,-0.560896039
5206,5.205967,0.0522540621,4.53505373,0.0556330755,-0.32364893
5207,5.206968,0.0531690121,4.53075457,0.0515695922,-45.7187157
5208,5.207967,0.0523995794,4.52816057,0.0432903692,-26.3806705
5209,5.208978,0.0466609113,4.52659273,0.0469948575,-15.2222071
5210,5.209964,0.0437703207,4.5256505,0.0531830378,-8.78353691
5211,5.210979,0.0486151464,4.52508211,0.0548955612,-5.06828737
5212,5.211968,0.0490727015,4.52473879,0.0596499741,-2.92450953
5213,5.212964,0.0496756174,4.52453279,0.060355708,-1.68750417
5214,5.213969,0.0556024499,4.52440691,0.0559173636,-0.973725736
5215,5.214966,0.0501331836,4.52433062,0.0571648479,-0.561860442
5216,5.215966,0.0478668846,4.52428865,0.0576812848,-0.324205399
5217,5.216968,0.0531477407,4.52426195,0.0553742014,-0.187073395
5218,5.217968,0.0507360958,4.52424288,0.0546338037,-0.107945323
5219,5.218969,0.0509029813,4.52423525,0.0531840064,-0.0622867458
5220,5.219969,0.0466395244,4.52422762,0.0562728569,-0.0359407738
5221,5.220966,0.0440607071,4.51995134,0.0580636263,-45.5527
5222,5.221965,0.0461815074,4.51737261,0.0569330081,-26.2848759
5223,5.222982,0.0502782986,4.51581621,0.055768393,-15.1669321
5224,5.223967,0.0501332283,4.5148778,0.0567733198,-8.75164223
5225,5.224969,0.0617986582,4.51431322,0.0522010848,-5.04988337
5226,5.225967,0.0465167202,4.51397371,0.0607768707,-2.91388988
5227,5.226969,0.0517964773,4.51376772,0.0606117062,-1.68137634
5228,5.227967,0.0487599969,4.51363802,0.0628554672,-0.970189869
5229,5.228969,0.0466162562,4.51356554,0.0642998368,-0.559820175
5230,5.229967,0.0479890145,4.50925112,0.0621077716,-45.8549919
5231,5.230969,0.0468069725,4.50664568,0.0576586574,-26.4593048
5232,5.231969,0.0460359752,4.50507402,0.0549934134,-15.267581
5233,5.232964,0.0468070544,4.50412798,0.0514899567,-8.80971813
5234,5.234045,0.0501332805,4.50355577,0.0518523268,-5.08339453
5235,5.234980,0.0501332805,4.50321245,0.0536056645,-2.93322659
5236,5.235968,0.0466624275,4.50300646,0.0574076287,-1.69253409
5237,5.236969,0.0469517522,4.50288057,0.0614299811,-0.976628125
5238,5.237965,0.0475543328,4.50280428,0.0634220466,-0.563535154
5239,5.238969,0.0487595014,4.5027585,0.0643064678,-0.325171769
5240,5.239965,0.0549779013,4.5027318,0.0576524064,-0.187631011
5241,5.240969,0.0507358648,4.50271273,0.0571744964,-0.108267076
5242,5.241965,0.0517963804,4.5027051,0.0549241379,-0.062472403
5243,5.242969,0.0481569134,4.50269747,0.0554324128,-0.036047902
5244,5.243965,0.0431436636,4.50269365,0.0607445687,-0.0208004043
5245,5.244969,0.0484702699,4.49841738,0.0601943769,-45.5439644
5246,5.245965,0.0480122715,4.49584246,0.0622522309,-26.2798347
5247,5.246969,0.0542061031,4.49428606,0.0602257513,-15.1640224
5248,5.247981,0.0495308824,4.49334764,0.062527433,-8.74996281
5249,5.248969,0.0446863696,4.49278688,0.0646468326,-5.04891443
5250,5.249968,0.0520849191,4.49243975,0.0624833182,-2.91333079
5251,5.250983,0.0528819598,4.49223757,0.0608639158,-1.68105376
5252,5.251968,0.0502776392,4.49211168,0.0622821487,-0.970003724
5253,5.252967,0.0513381623,4.4920392,0.0618267693,-0.559712768
5254,5.253968,0.0498195253,4.49198961,0.0624129958,-0.322966158
5255,5.254967,0.0469265617,4.49196291,0.063700147,-0.186358333
5256,5.255968,0.0501333475,4.487679,0.0599333011,-45.6394958
5257,5.256967,0.0501333587,4.48509264,0.0588448048,-26.334959
5258,5.257968,0.0480122864,4.48352861,0.0617971122,-15.1958303
5259,5.258979,0.0466637351,4.4825902,0.0643958747,-8.76831722
5260,5.259969,0.050421346,4.48202181,0.0641914755,-5.05950546
5261,5.260968,0.0514818653,4.48167849,0.0628442839,-2.91944218
5262,5.261969,0.0521104857,4.48147249,0.0630424544,-1.68458021
5263,5.262968,0.0508795977,4.48135042,0.0622752495,-0.972038567
5264,5.263965,0.060136538,4.48127413,0.0577910766,-0.560886919
5265,5.264969,0.0474101081,4.47695589,0.063550517,-45.8556061
5266,5.265965,0.0508792885,4.47435427,0.0620344914,-26.4596596
5267,5.266969,0.0492165498,4.47278261,0.0620514266,-15.267786
5268,5.267965,0.0476975143,4.47183657,0.0639542043,-8.80983639
5269,5.268969,0.0528566241,4.47126436,0.0606665462,-5.08346272
5270,5.269967,0.0540883765,4.47091722,0.0616135038,-2.93326592
5271,5.270979,0.0505918823,4.47071123,0.0644494295,-1.69255674
5272,5.271969,0.0419078097,4.46631289,0.0696442574,-46.508606
5273,5.272968,0.0470951386,4.46366167,0.0670011342,-26.8364544
5274,5.273969,0.0487576202,4.46206331,0.066603072,-15.4852047
5275,5.274968,0.0474103652,4.46109438,0.0682211593,-8.93529224
5276,5.275969,0.0473816358,4.46051455,0.0675235316,-5.15585327
5277,5.276968,0.0510507375,4.46016359,0.0648951083,-2.97503686
5278,5.277969,0.048298873,4.45994997,0.0644374341,-1.71665943
5279,5.278968,0.0475535952,4.45555162,0.0672348216,-46.5225105
5280,5.279965,0.0438834429,4.4528966,0.0676975176,-26.8444767
5281,5.280966,0.0476965345,4.45129824,0.0663367286,-15.4898329
5282,5.281983,0.0489299335,4.45033312,0.0666831732,-8.93796253
5283,5.282968,0.0527134873,4.44974947,0.0656398311,-5.15739441
5284,5.283967,0.0486140884,4.44939852,0.0695997998,-2.97592616
5285,5.284968,0.0455750339,4.44491243,0.0736768916,-47.2491379
5286,5.285967,0.0490729213,4.44221163,0.0732428655,-27.2637558
5287,5.286968,0.0507351533,4.44057894,0.0706358179,-15.7317657
5288,5.287968,0.0502761565,4.43959475,0.0705833659,-9.07756329
5289,5.288969,0.0521121286,4.43900347,0.0687401369,-5.23794699
5290,5.289968,0.0496745259,4.43864489,0.0691160932,-3.02240658
5291,5.290969,0.045574706,4.43842745,0.0725767687,-1.74399281
5292,5.291968,0.0485031419,4.43402529,0.0710553229,-46.5382843
5293,5.292969,0.0498167947,4.43137026,0.0705982596,-26.8535786
5294,5.293983,0.0476954915,4.42976809,0.0702668503,-15.4950848
5295,5.294968,0.0509096198,4.42880678,0.0700830594,-8.94099331
5296,5.295967,0.0484715104,4.42821932,0.0721443146,-5.15914297
5297,5.296968,0.0508772545,4.42786837,0.0712921768,-2.97693515
5298,5.297968,0.0492150709,4.4233861,0.074979119,-47.2497177
5299,5.298969,0.0557872541,4.42068148,0.0710879788,-27.2640915
5300,5.299968,0.0519374944,4.4190526,0.0731744915,-15.7319603
5301,5.300969,0.0501335971,4.41806841,0.0732449442,-9.07767487
5302,5.301968,0.051478073,4.41747332,0.0720999092,-5.23801136
5303,5.302969,0.049674239,4.41711473,0.0737867206,-3.02244377
5304,5.303968,0.051653605,4.4168973,0.0736599192,-1.74401426
5305,5.304981,0.0489310734,4.4167676,0.0765229315,-1.00633323
5306,5.305969,0.0480123311,4.4166913,0.0772464722,-0.580675662
5307,5.306968,0.0483300239,4.41236925,0.0753172562,-45.8811455
5308,5.307969,0.0505586378,4.40976381,0.074871324,-26.4743958
5309,5.308968,0.0469170399,4.40819216,0.0764705613,-15.276289
5310,5.309969,0.051512219,4.40724611,0.074454613,-8.81474304
5311,5.310983,0.0542346537,4.40667391,0.0734499097,-5.08629417
5312,5.311968,0.0492145494,4.40632677,0.0749853775,-2.93489981
5313,5.312966,0.0505931787,4.40612078,0.0741270036,-1.69349957
5314,5.313966,0.0487547852,4.40172243,0.0763657093,-46.5091476
5315,5.314969,0.0474113412,4.39907122,0.0765671954,-26.8367653
5316,5.315981,0.0437696911,4.39746904,0.0794517025,-15.485384
5317,5.316964,0.0505933687,4.39650774,0.0759187341,-8.93539524
5318,5.317969,0.0505573452,4.39592409,0.0755028725,-5.15591288
5319,5.318964,0.0474474728,4.39557314,0.0795223638,-2.97507119
5320,5.319969,0.0490729995,4.39535952,0.0803240985,-1.71667922
5321,5.320965,0.0490730032,4.39096117,0.0827039778,-46.522522
5322,5.321969,0.047552485,4.38830614,0.0846903324,-26.8444824
5323,5.322965,0.0469516553,4.38670778,0.085300006,-15.4898367
5324,5.323969,0.0482941344,4.38573885,0.0850638449,-8.93796444
5325,5.324965,0.0525740683,4.38515902,0.0807227418,-5.15739536
5326,5.325968,0.0505935997,4.38480806,0.0774662346,-2.97592664
5327,5.326978,0.0504529551,4.38032579,0.0755266696,-47.2491379
5328,5.327965,0.0475523099,4.37761736,0.0765936524,-27.2637558
5329,5.328969,0.0489324369,4.37598848,0.078858465,-15.7317657
5330,5.329965,0.0481528863,4.37500429,0.0806304663,-9.07756329
5331,5.330965,0.0526131168,4.3744092,0.0788196996,-5.23794699
5332,5.331966,0.051654499,4.37405443,0.079650417,-3.02240658
5333,5.332965,0.0502357073,4.37383699,0.0836933106,-1.74399281
5334,5.333966,0.0563575625,4.36943865,0.0772273391,-46.5382843
5335,5.334965,0.0455710031,4.3667798,0.0810058191,-26.8535786
5336,5.335966,0.0507342182,4.36517763,0.0791865513,-15.4950848
5337,5.336965,0.0439097025,4.36421251,0.0848083124,-8.94099331
5338,5.337980,0.0502739437,4.36362886,0.0819965675,-5.15914297
5339,5.338964,0.0489329956,4.35900545,0.0846473202,-48.5088997
5340,5.339969,0.0498538539,4.35622072,0.087497212,-27.9906654
5341,5.340964,0.0431284085,4.35453844,0.094723925,-16.1512089
5342,5.341969,0.05069324,4.35352373,0.0932642743,-9.31959057
5343,5.342965,0.0501337647,4.35290956,0.0936978534,-5.37760162
5344,5.343969,0.0523950569,4.35254335,0.0901381895,-3.10299039
5345,5.344965,0.0498131476,4.35231829,0.090393737,-1.79049134
5346,5.345969,0.0507340431,4.35218477,0.0879714414,-1.03315151
5347,5.346965,0.0533159487,4.35210466,0.0846503899,-0.596150339
5348,5.347965,0.0492127314,4.34778261,0.0860948265,-45.8759537
5349,5.348982,0.0469515733,4.34517717,0.0882696882,-26.4713993
5350,5.349964,0.056442555,4.34360552,0.0822486728,-15.27456
5351,5.350969,0.0506918691,4.34265947,0.0845137089,-8.8137455
5352,5.351964,0.0495337397,4.33781481,0.0867967755,-50.6176834
5353,5.352968,0.0523945726,4.33488894,0.0875164419,-29.2074776
5354,5.353965,0.0481946431,4.33312654,0.0908546299,-16.8533344
5355,5.354968,0.0402654149,4.33206606,0.0968277752,-9.7247324
5356,5.355965,0.0524378009,4.33142519,0.088984333,-5.61137724
5357,5.356969,0.0481514484,4.33103991,0.0897265077,-3.23788381
5358,5.357965,0.0481039062,4.30250216,0.0936503261,-303.522858
5359,5.358964,0.0473644584,4.28529406,0.0954498276,-175.13913
5360,5.359969,0.0509200245,4.27491426,0.0951879844,-101.058998
5361,5.360980,0.0463019647,4.26865053,0.0997118503,-58.3131866
5362,5.361964,0.0527175851,4.26060534,0.0947789028,-79.1234436
5363,5.362978,0.0509212948,4.25575686,0.0957165584,-45.6559067
5364,5.363964,0.0475500599,4.25283098,0.0989348516,-26.3444271
5365,5.364969,0.0504070669,4.25106478,0.100940585,-15.2012939
5366,5.365965,0.0490730368,4.25000429,0.10310933,-8.77146912
5367,5.366964,0.0487471819,4.24509096,0.104962125,-50.5509338
5368,5.367966,0.0469512716,4.24213076,0.105857901,-29.1689625
5369,5.368964,0.04727735,4.24034166,0.106880009,-16.83111
5370,5.369965,0.054105036,4.23926973,0.104246967,-9.71190834
5371,5.370966,0.0478759557,4.23861742,0.107855678,-5.6039772
5372,5.371978,0.0527181178,4.23395586,0.105196603,-48.7091064
5373,5.372964,0.0523916446,4.23114824,0.104337409,-28.1061897
5374,5.373969,0.0499980189,4.22945452,0.105977036,-16.2178688
5375,5.374965,0.0464886948,4.22842836,0.108103946,-9.35805511
5376,5.375964,0.0478762761,4.22781038,0.109240368,-5.39979649
5377,5.376965,0.0494554751,4.22317171,0.109994508,-48.6054077
5378,5.377965,0.0517930761,4.22037554,0.108729511,-28.0463524
5379,5.378966,0.0520641394,4.21868563,0.107854694,-16.183342
5380,5.379965,0.0470073409,4.21767092,0.11001239,-9.3381319
5381,5.380966,0.0478765927,4.21705675,0.107745983,-5.38830042
5382,5.381965,0.0502693951,4.21668291,0.107963786,-3.10916376
5383,5.382969,0.0486102812,4.21646547,0.10921558,-1.79405355
5384,5.383982,0.0542422645,4.2120595,0.105465293,-46.5248146
5385,5.384964,0.0490729883,4.20940447,0.109064177,-26.8458061
5386,5.385969,0.0482824482,4.2078023,0.110626005,-15.4906006
5387,5.386965,0.0510596745,4.20683718,0.110536866,-8.93840599
5388,5.387964,0.0468159877,4.20625353,0.112638086,-5.15764999
5389,5.388965,0.0484750122,4.20163774,0.114309452,-48.4515648
5390,5.389964,0.0528537109,4.1988492,0.113114677,-27.9575825
5391,5.390966,0.0490729697,4.19717073,0.112988889,-16.1321182
5392,5.391965,0.0517927334,4.19615602,0.113228418,-9.30857468
5393,5.392966,0.0486098938,4.19554567,0.112281092,-5.37124538
5394,5.393968,0.0511948578,4.190907,0.110476971,-48.588932
5395,5.394980,0.0530476421,4.18811083,0.111036122,-28.0368462
5396,5.395965,0.0522558168,4.18642473,0.111396603,-16.1778564
5397,5.396968,0.0517925806,4.18540621,0.111598417,-9.33496666
5398,5.397965,0.0499995835,4.18052721,0.112414509,-50.8760834
5399,5.398968,0.0461584851,4.17758608,0.113440469,-29.3565807
