Index,Time,mtr.state.i_dq.v1,mtr.state.i_dq.v2,mtr.state.pos_spd_e.v1,mtr.reference.u_dq.v1,mtr.reference.u_dq.v2
176,0.884083,-0.446771652,-0.392711431,0.919717312,2.21171474,-0.744944096
177,0.889093,-0.351894915,-0.750063598,0.42932272,3.05567765,3.86162758
178,0.894079,-0.926405489,-1.15700531,1.21981955,5.77350235,0
179,0.899084,0.108080387,0.692427993,1.85288572,-3.43673229,2.8300612
180,0.904093,-0.518952608,1.18033659,3.35872984,-5.58271599,1.47194242
181,0.909079,-1.46801901,-0.437214911,0.411161423,5.26821613,2.36203957
182,0.914094,0.0737708956,0.0127651505,1.53783989,-0.0936962888,0.59476161
183,0.919095,0.13538675,0.737231851,1.58913612,-3.18805146,0.782458186
184,0.924096,-0.0562927201,1.23537016,2.49894905,-5.17668629,2.55641389
185,0.929084,-1.44765997,0.539732873,5.16555786,0.095451355,4.4400177
186,0.934097,-0.00910806097,-1.45491326,1.4269948,3.54472899,4.55721712
187,0.939081,0.487221152,0.571850896,1.68487597,-2.86496735,2.63232231
188,0.944083,-0.131839842,1.20767391,2.60992479,-5.09291553,2.71947503
189,0.949095,-1.4609549,0.430506796,5.43477678,0.351202965,5.37753868
190,0.954081,0.704430461,-1.19721019,1.50412273,1.41870594,3.19928336
191,0.959094,0.427575499,0.342220098,1.56480312,-1.80213869,2.02124143
192,0.964083,0.0763312876,0.699712873,2.06554699,-3.24750137,2.40523481
193,0.969104,-0.772132039,1.179775,3.81447506,-4.12117577,4.04341984
194,0.974093,-1.42709494,-0.324860424,0.643626213,5.55259418,1.58178043
195,0.979094,0.0316735059,-0.0312056597,1.43622613,0.0837210938,1.38996816
196,0.984080,0.481931508,0.897068679,1.7210691,-4.36133718,2.62094593
197,0.989080,-0.961838424,1.11560225,3.90622926,-5.49670935,1.7662158
198,0.994096,-1.26046515,-0.778282046,1.146626,5.77350235,0
199,0.999079,0.0140297115,0.153478041,1.85946894,-0.597067773,0.995056927
200,1.004094,-0.0444243811,0.20229359,1.97367334,-0.746327341,0.365624428
