Index,Time,mtr.state.i_dq.v1,mtr.state.i_dq.v2,mtr.state.pos_spd_e.v1,mtr.reference.u_dq.v1,mtr.reference.u_dq.v2
1427,7.139083,0.120136172,0.269799858,1.89129996,-0.884170115,0.627940595
1428,7.144096,-0.00277785747,0.072002247,2.02388811,-0.235118449,0.176726103
1429,7.149080,0.0116749452,-0.0539454818,2.29876256,0.210737616,-0.0273821354
1430,7.154081,0.0325396173,-0.0466295592,2.53893661,0.211633295,0.00979876518
1431,7.159093,0.0417111441,-0.0185963381,2.73761439,0.190027028,0.0705849528
1432,7.164080,0.0490586795,0.00118802465,2.91939259,0.193385229,0.088791132
1433,7.169094,0.0524235964,-0.0157245565,3.06632185,0.208009586,-0.0153487921
1434,7.174081,0.0479751602,-0.0478488803,3.14773393,0.205878109,-0.189133197
1435,7.179216,0.0558428615,-0.0408609137,3.10893464,0.202982128,-0.164778471
1436,7.184083,0.0420908332,-0.0621156394,2.93030906,0.204064742,-0.271283567
1437,7.189092,0.0594224073,-0.00460947771,2.66406298,0.205059141,0.0132590532
1438,7.194093,0.0896068662,0.0791847333,2.43116212,0.0126207694,0.417568922
1439,7.199082,0.0540276542,0.133282796,2.39845777,-0.223795816,0.554300189
1440,7.204096,0.0598801672,0.185318559,2.70667911,-0.306490958,0.942203641
1441,7.209079,-0.0749604553,0.322902322,3.43011189,-0.247871935,1.61638856
1442,7.214097,-0.352981448,0.557759166,4.56601429,1.47940326,2.24073219
1443,7.219079,-0.800336003,0.0336949788,6.03744602,2.94814849,1.52540684
1444,7.224083,-0.0591624193,-1.39048147,0.728111744,3.62193155,4.49610329
1445,7.229093,-0.114269301,-1.48066044,1.57993364,5.77350235,0
1446,7.234081,-0.0302209724,0.521330297,2.41106844,-1.97602105,1.89473104
1447,7.239096,-0.801776469,0.849632025,3.95591021,-0.726558447,4.78892517
1448,7.244083,-1.27594566,-0.596412838,0.39864254,5.65724468,0
1449,7.249095,0.631928861,-0.0063303858,1.40923309,-1.07715905,2.78979754
1450,7.254082,-0.41677925,1.01002121,2.44910908,-5.49266148,1.85685134
1451,7.259086,-1.48473334,-0.196605995,5.86600018,4.70989704,3.78324342
1452,7.264094,0.471303642,0.0427384935,1.86327887,-0.106049463,1.09614074
1453,7.269081,0.194358781,0.228114694,1.76817083,-0.814254344,0.722643673
1454,7.274093,-0.0759429038,0.194067672,1.77334547,-0.662216544,-0.22323966
1455,7.279081,-0.0261958651,-0.191768095,1.9426074,0.807910442,-0.214089632
1456,7.284096,0.182246134,-0.00886265282,1.91619062,0.129709393,0.726454556
1457,7.289079,0.0579710975,0.303099602,2.00356054,-1.03835106,0.610680819
1458,7.294082,0.0450418219,0.255266696,2.57911444,-0.756631196,1.41369128
1459,7.299095,-0.324992448,0.624310553,3.62523985,-0.61916244,3.12094688
1460,7.304082,-1.00002778,0.153487846,5.43718863,2.55665255,3.3580811
1461,7.309093,-0.407530665,-1.30221009,0.728359222,4.46999121,3.65410876
1462,7.314079,1.12645733,0.43580088,1.41064644,-4.05996227,3.98124623
1463,7.319096,-1.15766776,0.89562434,3.7888546,-3.23592806,4.78143311
1464,7.324082,-0.588879943,-1.28898835,1.27347994,5.77350235,0
1465,7.329082,0.029542828,0.152874798,2.09468508,-0.446389616,0.533820689
1466,7.334096,0.0304041822,0.0984002128,2.20550966,-0.255714893,0.451759815
1467,7.339080,0.0184658673,0.00842227787,2.47778749,0.0463363342,0.1875875
1468,7.344097,0.045005057,0.0374174975,2.85767794,0.0952259451,0.325817108
1469,7.349081,0.0430640206,0.035350021,3.3025403,0.16109018,0.246588826
1470,7.354095,0.0734449401,-0.0343457907,3.74090624,0.150945604,-0.158737302
1471,7.359084,0.112826057,-0.130843356,4.0588727,-0.109901719,-0.650648355
1472,7.364095,0.0434859842,-0.198883787,4.05612993,-0.468862325,-0.650538087
1473,7.369082,0.0250285305,-0.232312754,3.54879427,-0.515411913,-1.14531207
1474,7.374082,-0.367611736,-0.605831683,2.44078875,-0.00109803677,-3.21058011
1475,7.379094,-0.808898985,-0.18449229,0.767410755,2.5716002,-2.01758575
1476,7.384081,-0.748751998,0.329442739,5.91070557,3.14977646,0.0607458949
1477,7.389096,-0.356786191,0.647461653,5.93242455,2.41571093,-1.7144767
1478,7.394079,-0.641575634,1.26176906,5.88311195,4.64112234,-3.43413973
1479,7.399095,0.969486594,0.902952075,4.9939518,1.22619963,-5.13935471
1480,7.404082,0.0357871503,-1.12441075,4.3655262,-5.53406906,-1.64542115
1481,7.409081,-1.50374448,-0.239735484,1.54019165,0.892071247,-5.38657093
1482,7.414093,0.553972602,1.11560512,4.9142909,3.00154352,-4.93194389
1483,7.419082,0.262052447,-0.173404008,4.75410604,-0.775660455,-1.00114965
1484,7.424095,-0.0733855963,-0.235197246,4.73468351,-0.789220214,0.199201941
1485,7.429082,-0.00335569121,0.24701789,4.53387022,0.938577354,0.26575309
1486,7.434097,0.203452572,0.0594138205,4.60522795,0.236778662,-0.793129265
1487,7.439133,0.143979773,-0.476347417,4.55773878,-1.88486362,-1.06017148
1488,7.444094,-0.0222569108,-0.546049714,3.83988905,-2.13645267,-2.1533978
1489,7.449081,-1.16161537,-0.590147257,1.94481039,0.0505757332,-4.914464
1490,7.454079,-0.871205866,1.06258273,5.84969234,5.4274888,-1.96867931
1491,7.459096,0.473392487,0.726508141,5.3411417,1.09563935,-3.8306365
1492,7.464084,-0.160463944,-1.06676733,4.48288441,-5.77350235,-0
1493,7.469094,-1.49779522,-0.0359517261,1.16249752,2.62610817,-5.14168119
1494,7.474083,0.931513846,0.49139902,4.79231501,0.465791285,-3.27384615
1495,7.479083,0.261328548,-0.400731921,4.74879789,-1.57796562,-0.48807019
1496,7.484094,-0.0746921748,0.0394685715,4.67279959,0.200014159,0.266276956
1497,7.489081,0.0272995811,0.163265228,4.51548815,0.633225501,0.0774084404
1498,7.494097,0.173425779,-0.0535246953,4.54469633,-0.102097295,-0.749734402
1499,7.499080,0.0763515458,-0.247087985,4.43017435,-0.902369678,-0.791454315
1500,7.504093,0.0433361754,-0.300647616,3.8472743,-0.847397089,-1.30306435
1501,7.509082,-0.265012115,-0.637680292,2.70993471,-0.476397991,-3.13442087
1502,7.514097,-0.977357924,-0.0394530743,0.789045811,2.9989109,-2.96095157
1503,7.519079,-0.100646541,1.38312292,5.70996046,3.35291123,-4.70014
1504,7.524082,1.18972778,0.491126657,5.07743931,-1.60556793,-5.54576254
1505,7.529097,-0.920895994,-0.933915973,3.03363585,-4.62526083,-3.45547318
1506,7.534079,-1.21858406,0.800255775,5.73982143,5.77350235,-0
1507,7.539095,-0.00381648866,-0.0200187974,4.80109692,0.0690964386,0.179062843
1508,7.544083,0.304199934,-0.432794005,5.00554562,-2.10826206,-0.904263496
1509,7.549097,-0.148426488,-0.479539186,4.71493053,-1.90895915,0.271523476
1510,7.554093,0.0695446059,-0.396381527,3.96770382,-1.31862676,-1.78209305
1511,7.559088,-0.641541481,-0.812838554,2.65112972,-1.12964618,-4.1286664
1512,7.564094,-1.08121276,0.087841846,0.456248283,3.46074462,-2.5425415
1513,7.569080,0.270303816,1.09741557,5.52359438,2.22383595,-3.51859045
1514,7.574093,0.865658224,-0.864462495,4.81915331,-5.31007624,-2.26636791
1515,7.579080,-1.38073087,-0.616381586,2.10186052,-1.34573889,-5.6144743
1516,7.584096,0.098763898,1.34156311,5.02604485,5.14505672,-2.61948895
1517,7.589080,0.27236554,-0.12745969,4.69140816,-0.508157313,-1.2622329
1518,7.594097,-0.057956703,-0.375163049,4.68407822,-1.41248488,0.0842788219
1519,7.599084,-0.0311104134,0.126120076,4.27446556,0.399986297,0.293884516
1520,7.604082,0.0197042413,0.123307906,3.94696999,0.394215465,0.309874475
1521,7.609094,0.0583439581,0.0902408287,3.86659622,0.37945655,0.115685686
1522,7.614096,0.0750180334,0.0206282884,3.98796844,0.313109159,0.0933920741
1523,7.619096,0.0833238065,-0.0347304158,4.1834259,0.0726835355,-0.300263464
1524,7.624080,0.0851619989,-0.167972267,4.23618126,-0.394360989,-0.663618207
1525,7.629093,0.0681017712,-0.156162992,3.95883179,-0.357747436,-0.936061025
1526,7.634080,-0.0125273746,-0.253971249,3.3032856,-0.333799124,-1.1786027
1527,7.639096,-0.1584782,-0.466707885,2.26749802,0.836054385,-2.08692431
1528,7.644079,-0.719493926,-0.202336907,0.836063385,2.48599029,-1.91077709
1529,7.649081,-0.818661571,0.0273464993,6.0410018,3.0579381,1.05525637
1530,7.654093,-1.23576558,-0.592834115,6.17288542,4.2974782,3.85551715
1531,7.659080,0.0724927932,-1.45716608,1.04014778,4.34018183,3.80738139
1532,7.664097,0.434631079,1.06519258,1.73857307,-5.65099859,1.18302476
1533,7.669096,-1.36618614,0.45266062,4.55584145,-0.498430967,5.7519474
1534,7.674082,0.469442457,-1.04127443,1.66231585,4.38372993,3.75715899
1535,7.679097,0.13902317,0.273221254,2.14097643,-0.700604141,0.969171524
1536,7.684084,0.030011531,0.157341093,2.39746523,-0.39954102,0.728472114
1537,7.689096,0.0267160609,0.134216383,2.9893918,-0.140174598,0.815182686
1538,7.694082,-0.157610685,0.373538315,3.86653566,0.136277854,1.9072473
1539,7.699097,-0.608701885,0.39801386,5.06559801,1.90628994,2.1985321
1540,7.704084,-0.794920146,-0.134786949,0.112555504,3.23576093,0.50218606
1541,7.709168,0.0892915577,-1.24807298,0.753424644,3.11245823,4.59609795
1542,7.714081,-0.0750314072,-1.4715836,1.61569881,5.77350235,0
1543,7.719083,-0.0540272221,0.495617807,2.43060589,-1.87970829,1.72060955
1544,7.724097,-0.900115192,0.840559065,3.94548321,-1.12578201,4.87331676
1545,7.729080,-1.30825925,-0.584825575,0.290747643,5.4518671,1.90012562
1546,7.734093,0.443140388,-0.290841281,1.2649138,0.184812248,2.18792295
1547,7.739080,-0.3862786,1.02335775,2.06245875,-5.77350235,0
1548,7.744165,-1.53972054,0.0735070705,5.37091398,2.87923384,5.00433254
1549,7.749084,1.10429287,0.0791866779,1.91686869,-0.283640921,4.11489677
1550,7.754087,0.047074005,0.258197039,2.176826,-0.721956849,0.634592891
1551,7.759093,0.0485147908,0.100262985,2.4707408,-0.169718623,0.580550551
1552,7.764082,0.0373581052,0.082919538,2.99299574,-0.00578381866,0.527514219
1553,7.769095,0.0456487462,0.0718483776,3.6700635,0.222379014,0.363656521
1554,7.774093,-0.0519507825,0.223960996,4.44359255,0.680024266,0.762250185
1555,7.779082,-0.145535052,0.391549289,5.18324137,1.64274132,0.133611679
1556,7.784095,-0.0821623281,0.880342126,5.69681311,2.51685548,-2.74887371
1557,7.789081,-0.549042463,1.35642254,5.22074461,5.77350235,-0
1558,7.794093,0.397420198,-0.936629713,4.465137,-4.11709404,-2.67697167
1559,7.799080,-1.21880782,-0.828001976,2.33885813,-2.42443252,-5.23979568
1560,7.804097,-0.594112635,1.18815482,5.42075825,5.89654255,-0
1561,7.809079,0.357207239,0.0493788384,4.97181797,-0.267415762,-1.53042352
1562,7.814083,0.380706966,-0.856030166,4.84032249,-3.90296745,-1.60544872
1563,7.819095,-0.836664319,-0.960956216,3.19028997,-4.80644846,-3.1986537
1564,7.824083,-1.30094492,0.660640836,5.9830122,5.77350235,-0
1565,7.829097,-0.022327248,-0.0304715112,4.83371639,-0.0573298261,0.173764944
1566,7.834080,0.285179913,-0.568319678,4.93020153,-2.62055397,-0.718422949
1567,7.839191,0.115148582,-0.687986016,4.39633083,-3.27418447,-2.12461925
1568,7.844096,-0.9590891,-0.812625766,2.63518047,-2.81853414,-5.03876972
1569,7.849084,-1.17225695,0.782822728,5.8755002,5.72475719,-0.893419683
1570,7.854094,0.180458963,0.195605606,5.13471651,0.332820654,-1.02206302
1571,7.859083,0.959152639,-0.764999032,4.92112398,-4.45440292,-3.59416413
1572,7.864093,-1.06445444,-0.876829088,2.744946,-4.15178394,-4.01198483
1573,7.869082,-0.858436048,1.10190284,5.34869576,5.77350235,-0
1574,7.874079,0.0828325078,-0.0778534785,4.61397362,-0.357725441,-0.433372498
1575,7.879097,0.030166002,-0.244644463,4.67339516,-0.874280214,-0.202740937
1576,7.884080,0.0104301162,0.0379979685,4.45576286,0.176661491,-0.108966112
1577,7.889096,0.059044037,0.0556881838,4.22068024,0.282696307,-0.145176828
1578,7.894082,0.05483073,0.0136379702,4.07956886,0.162968919,-0.186391085
1579,7.899083,0.0339167826,0.0124278562,3.95978355,0.123558797,-0.129627138
1580,7.904093,0.0603221022,-0.030787142,3.80440331,0.10798391,-0.329964459
1581,7.909079,0.0537171662,-0.0356833823,3.59539604,0.110037766,-0.322437525
1582,7.914094,0.0471595898,0.00460216589,3.37459946,0.175992787,-0.0858665109
1583,7.919083,0.0511925779,0.0294270981,3.20656395,0.195158675,0.0912284553
1584,7.924097,0.0475482084,0.0693197697,3.19123459,0.184705406,0.303209275
1585,7.929080,0.0302183721,0.131093219,3.42196465,0.187345624,0.570622563
1586,7.934094,0.0267697461,0.110827439,3.91096687,0.283577114,0.401587963
1587,7.939097,0.130194232,0.0608735755,4.51701164,0.262087226,-0.302971363
1588,7.944095,0.0140194073,-0.193585038,5.00355911,-0.623144925,0.319385767
1589,7.949082,0.31604898,-0.780480027,5.00733376,-3.3190825,0.121646166
1590,7.954082,-0.416065186,-0.99570173,4.05188751,-5.4682703,-1.852391
1591,7.959095,-1.46082819,-0.0300732795,1.02487373,2.84491038,-5.02392435
1592,7.964082,0.817985952,0.555877745,4.89890051,0.663200676,-3.02668357
1593,7.969097,0.374120146,-0.338070005,4.89104033,-1.70163894,-1.20995152
