Index,Time,mtr.state.i_dq.v1,mtr.state.i_dq.v2,mtr.state.pos_spd_e.v1,mtr.state.pos_spd_e.v2
11277,11.276984,0.046959538,-0.0120114842,4.6447916,-1.21634788e-12
11278,11.278152,0.0424119942,-0.00344576081,4.6447916,-1.4601345e-13
11279,11.279000,0.0446817987,-0.00178155478,4.6447916,-1.75278205e-14
11280,11.279986,0.0340550058,0.00101625756,4.6447916,-2.10408342e-15
11281,11.280986,0.0495198257,0.00355563778,4.6447916,-2.52579428e-16
11282,11.281984,0.0537689477,0.00216359785,4.6447916,-3.03202656e-17
11283,11.282984,0.0530070588,-0.00614369707,4.6447916,-3.63972043e-18
11284,11.283986,0.0505801216,0.00207745004,4.6447916,-4.36921142e-19
11285,11.284982,0.0570990518,0.00793150812,4.6447916,-5.2449109e-20
11286,11.285985,0.0593767911,-0.00343202683,4.6447916,-6.29612239e-21
11287,11.286986,0.0513499416,-0.00413491298,4.6447916,-7.55802307e-22
11288,11.287984,0.0489233918,-0.00587617327,4.63430691,-9.42686272
11289,11.288984,0.0451287217,-0.00570408395,4.63408375,-1.13162422
11290,11.289986,0.0461890362,0.00365041499,4.63407993,-0.135843009
11291,11.290984,0.0452775843,-0.000983858248,4.63407993,-0.0163069349
11292,11.292000,0.0437706783,0.000149266329,4.63407993,-0.00195752527
11293,11.292985,0.0514997542,0.00356447115,4.63407993,-0.000234986233
11294,11.293982,0.0477050804,0.00715156412,4.63407993,-2.82083347e-05
11295,11.294982,0.048616536,0.00819874555,4.63407993,-3.38619907e-06
11296,11.295982,0.0514906161,0.000954433344,4.63407993,-4.064878e-07
11297,11.296981,0.0546807051,0.000508878846,4.63407993,-4.87958118e-08
11298,11.297982,0.0524020642,0.00313474052,4.63407993,-5.85757132e-09
11299,11.298981,0.0525600724,-0.00333605683,4.63407993,-7.03157532e-10
11300,11.299982,0.0498257093,-0.0050006872,4.63407993,-8.44087925e-11
11301,11.300981,0.052708935,-0.000280464534,4.63407993,-1.0132643e-11
11302,11.301996,0.0425615013,-0.00160130975,4.63407993,-1.21634788e-12
11303,11.302983,0.0508860312,0.00234540086,4.63407993,-1.4601345e-13
11304,11.303997,0.0434729531,-0.0035237777,4.63407993,-1.75278205e-14
11305,11.304982,0.0477050804,0.000766716432,4.63407993,-2.10408342e-15
11306,11.305982,0.0513326153,0.000508878846,4.63407993,-2.52579428e-16
11307,11.306981,0.0598241501,0.000518165063,4.62359333,-9.42833138
11308,11.307982,0.0471105166,0.0032303161,4.62336826,-1.13180053
11309,11.308986,0.0495178699,0.00523836073,4.62336445,-0.135864168
11310,11.309982,0.0507370643,0.00235491712,4.62336445,-0.0163094755
11311,11.310986,0.0513414964,0.00139376987,4.62336445,-0.00195783027
11312,11.311982,0.0502915084,0.00226916699,4.62336445,-0.000235022846
11313,11.312986,0.0502811633,0.0014795172,4.62336445,-2.82127312e-05
11314,11.313982,0.0527195632,-0.00796047039,4.62336445,-3.3867268e-06
11315,11.314983,0.0484678894,-0.000271287048,4.62336445,-4.06551152e-07
11316,11.315999,0.0469516478,-9.97900497e-05,4.62336445,-4.88034182e-08
11317,11.316984,0.0534621514,0.00156526268,4.62336445,-5.85848436e-09
11318,11.317984,0.0513414964,0.00139376987,4.62336445,-7.03267111e-10
11319,11.318983,0.0513414927,0.00218341965,4.62336445,-8.44219417e-11
11320,11.319984,0.0522533096,-0.000528529054,4.62336445,-1.01342216e-11
11321,11.320983,0.0504400283,-0.00202208711,4.62336445,-1.21653729e-12
11322,11.321984,0.0502811633,0.0014795172,4.62336445,-1.46036178e-13
11323,11.322983,0.0486162826,0.000698759221,4.61287975,-9.42686272
11324,11.323984,0.0498248041,0.00244997675,4.61265659,-1.13162422
11325,11.324984,0.0495284498,-0.00122317509,4.61265278,-0.135843009
11326,11.325985,0.0489126295,0.004372105,4.61265278,-0.0163069349
11327,11.327190,0.0539180115,0.000271203928,4.61265278,-0.00195752527
11328,11.327998,0.0498248041,0.00244998001,4.61265278,-0.000234986233
11329,11.328996,0.0475559272,0.000784501201,4.61265278,-2.82083347e-05
11330,11.329985,0.0407377519,0.00225885748,4.61265278,-3.38619907e-06
11331,11.330986,0.0477041043,0.00262107863,4.61265278,-4.064878e-07
11332,11.331985,0.0525497571,0.00315439329,4.61265278,-4.87958118e-08
11333,11.332986,0.0497019999,-0.012319088,4.60216618,-9.42833138
11334,11.333984,0.0537701324,-0.00155532151,4.60194111,-1.13180053
11335,11.334986,0.0562120639,-0.0109943878,4.60193729,-0.135864168
11336,11.335985,0.0460391492,0.00183972274,4.60193729,-0.0163094755
11337,11.336986,0.0490851812,-0.00672372431,4.60193729,-0.00195783027
11338,11.337985,0.0469516851,-8.22313596e-05,4.60193729,-0.000235022846
11339,11.339190,0.0539179593,0.00028128596,4.60193729,-2.82127312e-05
11340,11.340048,0.0502806082,0.00149832061,4.60193729,-3.3867268e-06
