Index,Time,mtr.state.i_dq.v1,mtr.state.i_dq.v2,mtr.state.pos_spd_e.v1,mtr.state.pos_spd_e.v2
60,0.060188,0.304153919,-0.602310002,4.92848158,-24.1214333
61,0.061071,0.0359610282,-0.592129111,4.92848158,-24.1214333
62,0.061986,-0.24700202,-0.550198138,4.9174819,-12.3650494
63,0.062985,-0.519153118,-0.3556301,4.92778158,7.9851203
64,0.063986,-0.59705168,-0.0692205653,4.97013044,38.8378296
65,0.064985,-0.674322486,0.256136179,5.01316214,42.5414658
66,0.065986,-0.562703967,0.537305772,5.06673956,52.4540443
67,0.066985,-0.275471359,0.598101616,5.11000967,44.1759911
68,0.067986,0.0371265039,0.664497256,5.1214633,14.7724485
69,0.068985,0.394043624,0.696329594,5.12170553,1.77332175
70,0.069986,0.556505382,0.492432952,5.09011412,-28.1954803
71,0.071210,0.618900359,0.098398298,5.00427008,-42.831234
72,0.071993,0.638562381,-0.177063346,5.00427008,-42.831234
73,0.072996,0.50703764,-0.525700569,4.95069075,-52.4902954
